"group","LAD13CD","amount","year"
"Takeaway","E07000063",1.704480206,2011
"Tea","E07000063",0.231249929,2011
"Tobacco","E07000063",2.074412736,2011
"Vegtables","E07000063",3.435313086,2011
"Alcohol at home","E07000064",3.525348811,2011
"Alcohol away from home","E07000064",2.938491781,2011
"Bread","E07000064",2.211886597,2011
"Butter","E07000064",0.224681129,2011
"Cakes puddings and pastry","E07000064",1.00747822,2011
"Coffee","E07000064",0.330039918,2011
"Eating out","E07000064",8.702052989,2011
"Eggs","E07000064",0.317342112,2011
"Fish","E07000064",1.191287944,2011
"Fruit","E07000064",1.998341618,2011
"Milk products","E07000064",3.021377063,2011
"Non alcoholic drinks","E07000064",1.421601772,2011
"Oils and fats","E07000064",0.416591518,2011
"Other","E07000064",1.372328464,2011
"Pasta","E07000064",0.170888276,2011
"Poultry","E07000064",0.940672382,2011
"Processed and Other Meat","E07000064",0.01211871,2011
"Processed Meat","E07000064",3.259630604,2011
"Red Meat","E07000064",1.518058779,2011
"Rice","E07000064",0.131643528,2011
"Sauces and spices","E07000064",0.099001302,2011
"Sugar confectionary and jam","E07000064",1.750156631,2011
"Takeaway","E07000064",1.566472156,2011
"Tea","E07000064",0.250341813,2011
"Tobacco","E07000064",2.086413771,2011
"Vegtables","E07000064",3.464706002,2011
"Alcohol at home","E07000065",3.668151067,2011
"Alcohol away from home","E07000065",3.226385127,2011
"Bread","E07000065",2.183525112,2011
"Butter","E07000065",0.21846795,2011
"Cakes puddings and pastry","E07000065",0.994977641,2011
"Coffee","E07000065",0.323586148,2011
"Eating out","E07000065",9.545930416,2011
"Eggs","E07000065",0.303602192,2011
"Fish","E07000065",1.156246229,2011
"Fruit","E07000065",1.976903555,2011
"Milk products","E07000065",2.963177936,2011
"Non alcoholic drinks","E07000065",1.462546178,2011
"Oils and fats","E07000065",0.389263434,2011
"Other","E07000065",1.374560731,2011
"Pasta","E07000065",0.180233783,2011
"Poultry","E07000065",0.950429519,2011
"Processed and Other Meat","E07000065",0.010841243,2011
"Processed Meat","E07000065",3.209870803,2011
"Red Meat","E07000065",1.469150867,2011
"Rice","E07000065",0.134563602,2011
"Sauces and spices","E07000065",0.099568092,2011
"Sugar confectionary and jam","E07000065",1.744538758,2011
"Takeaway","E07000065",1.686919436,2011
"Tea","E07000065",0.235812444,2011
"Tobacco","E07000065",2.038217492,2011
"Vegtables","E07000065",3.46216134,2011
"Alcohol at home","E07000066",3.340939672,2011
"Alcohol away from home","E07000066",3.219955942,2011
"Bread","E07000066",2.017902893,2011
"Butter","E07000066",0.190590875,2011
"Cakes puddings and pastry","E07000066",0.919546714,2011
"Coffee","E07000066",0.286874935,2011
"Eating out","E07000066",9.248852035,2011
"Eggs","E07000066",0.277098214,2011
"Fish","E07000066",1.025155042,2011
"Fruit","E07000066",1.763843031,2011
"Milk products","E07000066",2.738215471,2011
"Non alcoholic drinks","E07000066",1.440710607,2011
"Oils and fats","E07000066",0.357809772,2011
"Other","E07000066",1.298789592,2011
"Pasta","E07000066",0.184116542,2011
"Poultry","E07000066",0.903193836,2011
"Processed and Other Meat","E07000066",0.010172615,2011
"Processed Meat","E07000066",2.948132721,2011
"Red Meat","E07000066",1.308203469,2011
"Rice","E07000066",0.143173581,2011
"Sauces and spices","E07000066",0.088823484,2011
"Sugar confectionary and jam","E07000066",1.618680806,2011
"Takeaway","E07000066",1.759517555,2011
"Tea","E07000066",0.206507775,2011
"Tobacco","E07000066",2.048822641,2011
"Vegtables","E07000066",3.229329297,2011
"Alcohol at home","E07000067",3.581701862,2011
"Alcohol away from home","E07000067",3.468922875,2011
"Bread","E07000067",2.073906722,2011
"Butter","E07000067",0.198790572,2011
"Cakes puddings and pastry","E07000067",0.947022412,2011
"Coffee","E07000067",0.299593062,2011
"Eating out","E07000067",9.830815302,2011
"Eggs","E07000067",0.280055656,2011
"Fish","E07000067",1.057413579,2011
"Fruit","E07000067",1.835130009,2011
"Milk products","E07000067",2.80029956,2011
"Non alcoholic drinks","E07000067",1.464547216,2011
"Oils and fats","E07000067",0.353384078,2011
"Other","E07000067",1.321409447,2011
"Pasta","E07000067",0.186603351,2011
"Poultry","E07000067",0.934328685,2011
"Processed and Other Meat","E07000067",0.010746921,2011
"Processed Meat","E07000067",3.057842714,2011
"Red Meat","E07000067",1.328954011,2011
"Rice","E07000067",0.139761311,2011
"Sauces and spices","E07000067",0.091311911,2011
"Sugar confectionary and jam","E07000067",1.669257163,2011
"Takeaway","E07000067",1.800792804,2011
"Tea","E07000067",0.210377299,2011
"Tobacco","E07000067",2.04906543,2011
"Vegtables","E07000067",3.32550798,2011
"Alcohol at home","E07000068",3.860217255,2011
"Alcohol away from home","E07000068",3.69995114,2011
"Bread","E07000068",2.084125589,2011
"Butter","E07000068",0.214557005,2011
"Cakes puddings and pastry","E07000068",0.949809267,2011
"Coffee","E07000068",0.30890448,2011
"Eating out","E07000068",10.919961868,2011
"Eggs","E07000068",0.285366863,2011
"Fish","E07000068",1.140360391,2011
"Fruit","E07000068",1.93716376,2011
"Milk products","E07000068",2.838594977,2011
"Non alcoholic drinks","E07000068",1.492291549,2011
"Oils and fats","E07000068",0.360674043,2011
"Other","E07000068",1.335577972,2011
"Pasta","E07000068",0.182617275,2011
"Poultry","E07000068",0.943289456,2011
"Processed and Other Meat","E07000068",0.011019548,2011
"Processed Meat","E07000068",3.113987514,2011
"Red Meat","E07000068",1.387404942,2011
"Rice","E07000068",0.141228409,2011
"Sauces and spices","E07000068",0.096228366,2011
"Sugar confectionary and jam","E07000068",1.69854903,2011
"Takeaway","E07000068",1.821888738,2011
"Tea","E07000068",0.219536411,2011
"Tobacco","E07000068",1.902578318,2011
"Vegtables","E07000068",3.435211015,2011
"Alcohol at home","E07000069",3.576399668,2011
"Alcohol away from home","E07000069",3.257298715,2011
"Bread","E07000069",2.105707389,2011
"Butter","E07000069",0.20966491,2011
"Cakes puddings and pastry","E07000069",0.961641776,2011
"Coffee","E07000069",0.314588011,2011
"Eating out","E07000069",9.403041816,2011
"Eggs","E07000069",0.294962669,2011
"Fish","E07000069",1.122066604,2011
"Fruit","E07000069",1.913026144,2011
"Milk products","E07000069",2.859880236,2011
"Non alcoholic drinks","E07000069",1.43186533,2011
"Oils and fats","E07000069",0.380295938,2011
"Other","E07000069",1.326097178,2011
"Pasta","E07000069",0.176515376,2011
"Poultry","E07000069",0.932578535,2011
"Processed and Other Meat","E07000069",0.011598936,2011
"Processed Meat","E07000069",3.106453685,2011
"Red Meat","E07000069",1.417368837,2011
"Rice","E07000069",0.138011703,2011
"Sauces and spices","E07000069",0.09653382,2011
"Sugar confectionary and jam","E07000069",1.689108363,2011
"Takeaway","E07000069",1.686613666,2011
"Tea","E07000069",0.227311579,2011
"Tobacco","E07000069",2.046367412,2011
"Vegtables","E07000069",3.377463808,2011
"Alcohol at home","E07000070",3.582168076,2011
"Alcohol away from home","E07000070",3.487077506,2011
"Bread","E07000070",2.06164864,2011
"Butter","E07000070",0.201882377,2011
"Cakes puddings and pastry","E07000070",0.944634888,2011
"Coffee","E07000070",0.299109479,2011
"Eating out","E07000070",9.968068548,2011
"Eggs","E07000070",0.282306638,2011
"Fish","E07000070",1.074256301,2011
"Fruit","E07000070",1.833306271,2011
"Milk products","E07000070",2.794447774,2011
"Non alcoholic drinks","E07000070",1.46549014,2011
"Oils and fats","E07000070",0.36143748,2011
"Other","E07000070",1.317848476,2011
"Pasta","E07000070",0.184908207,2011
"Poultry","E07000070",0.926249529,2011
"Processed and Other Meat","E07000070",0.010399064,2011
"Processed Meat","E07000070",3.039595341,2011
"Red Meat","E07000070",1.351535282,2011
"Rice","E07000070",0.13894403,2011
"Sauces and spices","E07000070",0.093705254,2011
"Sugar confectionary and jam","E07000070",1.657329504,2011
"Takeaway","E07000070",1.805941047,2011
"Tea","E07000070",0.213362342,2011
"Tobacco","E07000070",2.011476532,2011
"Vegtables","E07000070",3.3153632,2011
"Alcohol at home","E07000071",3.251717584,2011
"Alcohol away from home","E07000071",3.250093848,2011
"Bread","E07000071",1.969047485,2011
"Butter","E07000071",0.18651169,2011
"Cakes puddings and pastry","E07000071",0.899905052,2011
"Coffee","E07000071",0.276581915,2011
"Eating out","E07000071",9.296087516,2011
"Eggs","E07000071",0.278589589,2011
"Fish","E07000071",1.039025688,2011
"Fruit","E07000071",1.798177951,2011
"Milk products","E07000071",2.676897809,2011
"Non alcoholic drinks","E07000071",1.431074881,2011
"Oils and fats","E07000071",0.363661986,2011
"Other","E07000071",1.268128742,2011
"Pasta","E07000071",0.183834676,2011
"Poultry","E07000071",0.916294025,2011
"Processed and Other Meat","E07000071",0.013666183,2011
"Processed Meat","E07000071",2.819808607,2011
"Red Meat","E07000071",1.301750877,2011
"Rice","E07000071",0.164791892,2011
"Sauces and spices","E07000071",0.095603348,2011
"Sugar confectionary and jam","E07000071",1.578714679,2011
"Takeaway","E07000071",1.759235216,2011
"Tea","E07000071",0.201157647,2011
"Tobacco","E07000071",1.945324061,2011
"Vegtables","E07000071",3.227281366,2011
"Alcohol at home","E07000072",3.474817356,2011
"Alcohol away from home","E07000072",3.251581786,2011
"Bread","E07000072",2.061675973,2011
"Butter","E07000072",0.202271725,2011
"Cakes puddings and pastry","E07000072",0.937208262,2011
"Coffee","E07000072",0.299188026,2011
"Eating out","E07000072",9.464378312,2011
"Eggs","E07000072",0.289346584,2011
"Fish","E07000072",1.086508624,2011
"Fruit","E07000072",1.858193392,2011
"Milk products","E07000072",2.812467555,2011
"Non alcoholic drinks","E07000072",1.467973168,2011
"Oils and fats","E07000072",0.374998679,2011
"Other","E07000072",1.327231115,2011
"Pasta","E07000072",0.183535793,2011
"Poultry","E07000072",0.923254225,2011
"Processed and Other Meat","E07000072",0.010500904,2011
"Processed Meat","E07000072",3.012469821,2011
"Red Meat","E07000072",1.374467841,2011
"Rice","E07000072",0.147944986,2011
"Sauces and spices","E07000072",0.094964876,2011
"Sugar confectionary and jam","E07000072",1.65643487,2011
"Takeaway","E07000072",1.748029756,2011
"Tea","E07000072",0.216932121,2011
"Tobacco","E07000072",2.019940543,2011
"Vegtables","E07000072",3.334705248,2011
"Alcohol at home","E07000073",3.160347355,2011
"Alcohol away from home","E07000073",3.046084444,2011
"Bread","E07000073",1.997695827,2011
"Butter","E07000073",0.180887198,2011
"Cakes puddings and pastry","E07000073",0.918282846,2011
"Coffee","E07000073",0.278752639,2011
"Eating out","E07000073",8.642084428,2011
"Eggs","E07000073",0.271097007,2011
"Fish","E07000073",0.976375394,2011
"Fruit","E07000073",1.691202449,2011
"Milk products","E07000073",2.70214227,2011
"Non alcoholic drinks","E07000073",1.420574465,2011
"Oils and fats","E07000073",0.357499727,2011
"Other","E07000073",1.278662544,2011
"Pasta","E07000073",0.183671432,2011
"Poultry","E07000073",0.883053433,2011
"Processed and Other Meat","E07000073",0.009958219,2011
"Processed Meat","E07000073",2.902317091,2011
"Red Meat","E07000073",1.264296101,2011
"Rice","E07000073",0.135906146,2011
"Sauces and spices","E07000073",0.085775303,2011
"Sugar confectionary and jam","E07000073",1.582036675,2011
"Takeaway","E07000073",1.716243172,2011
"Tea","E07000073",0.199867319,2011
"Tobacco","E07000073",2.08749453,2011
"Vegtables","E07000073",3.133124554,2011
"Alcohol at home","E07000074",3.675271404,2011
"Alcohol away from home","E07000074",3.29335138,2011
"Bread","E07000074",2.138684882,2011
"Butter","E07000074",0.211594038,2011
"Cakes puddings and pastry","E07000074",0.97709695,2011
"Coffee","E07000074",0.315316154,2011
"Eating out","E07000074",9.535000914,2011
"Eggs","E07000074",0.29533331,2011
"Fish","E07000074",1.124270914,2011
"Fruit","E07000074",1.897688033,2011
"Milk products","E07000074",2.884705549,2011
"Non alcoholic drinks","E07000074",1.486324303,2011
"Oils and fats","E07000074",0.395850671,2011
"Other","E07000074",1.350434545,2011
"Pasta","E07000074",0.181833411,2011
"Poultry","E07000074",0.944723609,2011
"Processed and Other Meat","E07000074",0.011402509,2011
"Processed Meat","E07000074",3.175552967,2011
"Red Meat","E07000074",1.443124353,2011
"Rice","E07000074",0.140818592,2011
"Sauces and spices","E07000074",0.093267748,2011
"Sugar confectionary and jam","E07000074",1.714113321,2011
"Takeaway","E07000074",1.709530838,2011
"Tea","E07000074",0.229871015,2011
"Tobacco","E07000074",2.05704413,2011
"Vegtables","E07000074",3.416105694,2011
"Alcohol at home","E07000075",3.691114342,2011
"Alcohol away from home","E07000075",3.42585348,2011
"Bread","E07000075",2.119449916,2011
"Butter","E07000075",0.211684935,2011
"Cakes puddings and pastry","E07000075",0.962735191,2011
"Coffee","E07000075",0.312179602,2011
"Eating out","E07000075",9.987188736,2011
"Eggs","E07000075",0.291105577,2011
"Fish","E07000075",1.121985204,2011
"Fruit","E07000075",1.917749548,2011
"Milk products","E07000075",2.877217515,2011
"Non alcoholic drinks","E07000075",1.464447185,2011
"Oils and fats","E07000075",0.37234983,2011
"Other","E07000075",1.344249211,2011
"Pasta","E07000075",0.181166702,2011
"Poultry","E07000075",0.942844242,2011
"Processed and Other Meat","E07000075",0.010892655,2011
"Processed Meat","E07000075",3.118780797,2011
"Red Meat","E07000075",1.410116569,2011
"Rice","E07000075",0.13918176,2011
"Sauces and spices","E07000075",0.097568448,2011
"Sugar confectionary and jam","E07000075",1.703313808,2011
"Takeaway","E07000075",1.765098662,2011
"Tea","E07000075",0.223892416,2011
"Tobacco","E07000075",2.014571155,2011
"Vegtables","E07000075",3.404440568,2011
"Alcohol at home","E07000076",3.511383199,2011
"Alcohol away from home","E07000076",3.022098625,2011
"Bread","E07000076",2.156011221,2011
"Butter","E07000076",0.216522739,2011
"Cakes puddings and pastry","E07000076",0.983614301,2011
"Coffee","E07000076",0.321410879,2011
"Eating out","E07000076",8.771935389,2011
"Eggs","E07000076",0.305384099,2011
"Fish","E07000076",1.15334851,2011
"Fruit","E07000076",1.937013496,2011
"Milk products","E07000076",2.954860006,2011
"Non alcoholic drinks","E07000076",1.405964981,2011
"Oils and fats","E07000076",0.395602401,2011
"Other","E07000076",1.350165322,2011
"Pasta","E07000076",0.170858481,2011
"Poultry","E07000076",0.925521902,2011
"Processed and Other Meat","E07000076",0.009876424,2011
"Processed Meat","E07000076",3.205852962,2011
"Red Meat","E07000076",1.462959651,2011
"Rice","E07000076",0.124349809,2011
"Sauces and spices","E07000076",0.0965643,2011
"Sugar confectionary and jam","E07000076",1.715476209,2011
"Takeaway","E07000076",1.606258414,2011
"Tea","E07000076",0.240662732,2011
"Tobacco","E07000076",2.118800568,2011
"Vegtables","E07000076",3.382624018,2011
"Alcohol at home","E07000077",3.614732241,2011
"Alcohol away from home","E07000077",3.287076074,2011
"Bread","E07000077",2.086305332,2011
"Butter","E07000077",0.207903995,2011
"Cakes puddings and pastry","E07000077",0.951949859,2011
"Coffee","E07000077",0.306930785,2011
"Eating out","E07000077",9.752101442,2011
"Eggs","E07000077",0.284260996,2011
"Fish","E07000077",1.083740459,2011
"Fruit","E07000077",1.868194611,2011
"Milk products","E07000077",2.822865185,2011
"Non alcoholic drinks","E07000077",1.465344079,2011
"Oils and fats","E07000077",0.358776855,2011
"Other","E07000077",1.326928481,2011
"Pasta","E07000077",0.183487924,2011
"Poultry","E07000077",0.924653628,2011
"Processed and Other Meat","E07000077",0.009605432,2011
"Processed Meat","E07000077",3.055280904,2011
"Red Meat","E07000077",1.363878994,2011
"Rice","E07000077",0.135075314,2011
"Sauces and spices","E07000077",0.095111846,2011
"Sugar confectionary and jam","E07000077",1.675422945,2011
"Takeaway","E07000077",1.727583313,2011
"Tea","E07000077",0.216007982,2011
"Tobacco","E07000077",1.967664212,2011
"Vegtables","E07000077",3.333829986,2011
"Alcohol at home","E07000078",3.365432435,2011
"Alcohol away from home","E07000078",3.555198616,2011
"Bread","E07000078",1.973786889,2011
"Butter","E07000078",0.18782107,2011
"Cakes puddings and pastry","E07000078",0.903832837,2011
"Coffee","E07000078",0.284061737,2011
"Eating out","E07000078",9.657322274,2011
"Eggs","E07000078",0.275748297,2011
"Fish","E07000078",1.020431931,2011
"Fruit","E07000078",1.756750622,2011
"Milk products","E07000078",2.677105396,2011
"Non alcoholic drinks","E07000078",1.424044234,2011
"Oils and fats","E07000078",0.351195668,2011
"Other","E07000078",1.269045776,2011
"Pasta","E07000078",0.180777012,2011
"Poultry","E07000078",0.892703172,2011
"Processed and Other Meat","E07000078",0.00927018,2011
"Processed Meat","E07000078",2.89681354,2011
"Red Meat","E07000078",1.281379514,2011
"Rice","E07000078",0.141389637,2011
"Sauces and spices","E07000078",0.091350512,2011
"Sugar confectionary and jam","E07000078",1.581148543,2011
"Takeaway","E07000078",1.852839768,2011
"Tea","E07000078",0.203585548,2011
"Tobacco","E07000078",2.063115937,2011
"Vegtables","E07000078",3.183767178,2011
"Alcohol at home","E07000079",3.550899812,2011
"Alcohol away from home","E07000079",3.139007855,2011
